Entity,Code,Day,Daily doses administered (7-day rolling average)
Alaska,,2020-02-14,5393
Alaska,,2020-02-15,5212
Alaska,,2020-02-16,5448
Alaska,,2020-02-17,5337
Alaska,,2020-02-18,5268
Alaska,,2020-02-19,6970
Alaska,,2020-02-20,7466
Alaska,,2020-02-21,7330
Alaska,,2020-02-22,7266
Alaska,,2020-02-23,6988
Alaska,,2020-02-24,7148
Alaska,,2020-02-25,7201
Alaska,,2020-02-26,5444
Alaska,,2020-02-27,4591
Alaska,,2020-02-28,4229
Alaska,,2020-02-29,4304
Alaska,,2020-03-01,4288
Alaska,,2020-03-02,4243
Alaska,,2020-03-03,3905
Alaska,,2020-03-04,3876
Alaska,,2020-03-05,4155
Alaska,,2020-03-06,4329
Alaska,,2020-03-07,4248
Alaska,,2020-03-08,4678
Alaska,,2020-03-09,4917
Alaska,,2020-03-10,5211
Alaska,,2020-03-11,5294
Alaska,,2020-03-12,5092
Alaska,,2020-03-13,5473
Alaska,,2020-03-14,5571
Alaska,,2020-03-15,5280
Alaska,,2020-03-16,5460
Alaska,,2020-03-17,5390
Alaska,,2020-03-18,5361
Alaska,,2020-03-19,5490
Alaska,,2020-03-20,5583
Alaska,,2020-03-21,5493
Alaska,,2020-03-22,5273
Alaska,,2020-03-23,4758
Alaska,,2020-03-24,4773
Alaska,,2020-03-25,4817
Alaska,,2020-03-26,4707
Alaska,,2020-03-27,4152
Alaska,,2020-03-28,3956
Alaska,,2020-03-29,3969
Alaska,,2020-03-30,3991
Alaska,,2020-03-31,3861
Alaska,,2020-04-01,3702
Alaska,,2020-04-02,3513
Alaska,,2020-04-03,3865
Alaska,,2020-04-04,4022
Alaska,,2020-04-05,4050
Alaska,,2020-04-06,4207
Alaska,,2020-04-07,4537
Alaska,,2020-04-08,4664
Alaska,,2020-04-09,5069
Alaska,,2020-04-10,4676
Alaska,,2020-04-11,4831
Alaska,,2020-04-12,9046
Alaska,,2020-04-13,9009
Alaska,,2020-04-14,8075
Alaska,,2020-04-15,8075
Alaska,,2020-04-16,7732
Alaska,,2020-04-17,7745
Alaska,,2020-04-18,7467
Alaska,,2020-04-19,3288
Alaska,,2020-04-20,3574
Alaska,,2020-04-21,4331
Alaska,,2020-04-22,4098
Alaska,,2020-04-23,3874
Alaska,,2020-04-24,3447
Alaska,,2020-04-25,3292
Alaska,,2020-04-26,3223
Alaska,,2020-04-27,2645
Alaska,,2020-04-28,2913
Alaska,,2020-04-29,2749
Alaska,,2020-04-30,3386
Alaska,,2020-05-01,3259
Alaska,,2020-05-02,3187
Alaska,,2020-05-03,3084
Alaska,,2020-05-04,3064
Alaska,,2020-05-05,2358
Alaska,,2020-05-06,2321
Alaska,,2020-05-07,1523
Alaska,,2020-05-08,1275
Alaska,,2020-05-09,1757
Alaska,,2020-05-10,1840
Alaska,,2020-05-11,1800
Alaska,,2020-05-12,1706
Alaska,,2020-05-13,1677
Alaska,,2020-05-14,1760
Alaska,,2020-05-15,2194
Alaska,,2020-05-16,1747
Alaska,,2020-05-17,1705
Alaska,,2020-05-18,1937
Alaska,,2020-05-19,2027
Alaska,,2020-05-20,2158
Alaska,,2020-05-21,2115
Alaska,,2020-05-22,2053
Alaska,,2020-05-23,2080
Alaska,,2020-05-24,2072
Alaska,,2020-05-25,1855
Alaska,,2020-05-26,1771
Alaska,,2020-05-27,1723
Alaska,,2020-05-28,1656
Alaska,,2020-05-29,1501
Alaska,,2020-05-30,1455
Alaska,,2020-05-31,1456
Alaska,,2020-06-01,1290
Alaska,,2020-06-02,1310
Alaska,,2020-06-03,1218
Alaska,,2020-06-04,1224
Alaska,,2020-06-05,1374
Alaska,,2020-06-06,1540
Alaska,,2020-06-07,1525
Alaska,,2020-06-08,1520
Alaska,,2020-06-09,1595
Alaska,,2020-06-10,1578
Alaska,,2020-06-11,1560
Alaska,,2020-06-12,1390
Alaska,,2020-06-13,1377
Alaska,,2020-06-14,1443
Alaska,,2020-06-15,1620
Alaska,,2020-06-16,1471
Alaska,,2020-06-17,1428
Alaska,,2020-06-18,1337
Alaska,,2020-06-19,1284
Alaska,,2020-06-20,1236
Alaska,,2020-06-21,1141
Alaska,,2020-06-22,1033
Alaska,,2020-06-23,1047
Alaska,,2020-06-24,1039
Alaska,,2020-06-25,1460
Alaska,,2020-06-26,1568
Alaska,,2020-06-27,1730
Alaska,,2020-06-28,2005
Alaska,,2020-06-29,2368
Alaska,,2020-06-30,2388
Alaska,,2020-07-01,3214
Alaska,,2020-07-02,2797
Alaska,,2020-07-03,3026
Alaska,,2020-07-04,3105
Alaska,,2020-07-05,3219
Alaska,,2020-07-06,2782
Alaska,,2020-07-07,2729
Alaska,,2020-07-08,1894
Alaska,,2020-07-09,1874
Alaska,,2020-07-10,1540
Alaska,,2020-07-11,1190
Alaska,,2020-07-12,813
Alaska,,2020-07-13,944
Alaska,,2020-07-14,918
Alaska,,2020-07-15,807
Alaska,,2020-07-16,686
Alaska,,2020-07-17,593
Alaska,,2020-07-18,580
Alaska,,2020-07-19,595
Alaska,,2020-07-20,574
Alaska,,2020-07-21,542
Alaska,,2020-07-22,619
Alaska,,2020-07-23,726
Alaska,,2020-07-24,670
Alaska,,2020-07-25,838
Alaska,,2020-07-26,825
Alaska,,2020-07-27,788
Alaska,,2020-07-28,801
Alaska,,2020-07-29,837
Alaska,,2020-07-30,821
Alaska,,2020-07-31,827
Alaska,,2020-08-01,613
Alaska,,2020-08-02,850
Alaska,,2020-08-03,892
Alaska,,2020-08-04,938
Alaska,,2020-08-05,921
Alaska,,2020-08-06,934
Alaska,,2020-08-07,949
Alaska,,2020-08-08,936
Alaska,,2020-08-09,705
Alaska,,2020-08-10,725
Alaska,,2020-08-11,687
Alaska,,2020-08-12,739
Alaska,,2020-08-13,740
Alaska,,2020-08-14,725
Alaska,,2020-08-15,990
Alaska,,2020-08-16,1034
Alaska,,2020-08-17,1018
Alaska,,2020-08-18,1079
Alaska,,2020-08-19,1073
Alaska,,2020-08-20,1119
Alaska,,2020-08-21,1132
Alaska,,2020-08-22,872
Alaska,,2020-08-23,1175
Alaska,,2020-08-24,1268
Alaska,,2020-08-25,1322
Alaska,,2020-08-26,1352
Alaska,,2020-08-27,1359
Alaska,,2020-08-28,1386
Alaska,,2020-08-29,1760
Alaska,,2020-08-30,1486
Alaska,,2020-08-31,1449
Alaska,,2020-09-01,1441
Alaska,,2020-09-02,1476
Alaska,,2020-09-03,1473
Alaska,,2020-09-04,1915
Alaska,,2020-09-05,2027
Alaska,,2020-09-06,2393
Alaska,,2020-09-07,2258
Alaska,,2020-09-08,2314
Alaska,,2020-09-09,2425
Alaska,,2020-09-10,2505
Alaska,,2020-09-11,2034
Alaska,,2020-09-12,1954
Alaska,,2020-09-13,1595
Alaska,,2020-09-14,1710
Alaska,,2020-09-15,1635
Alaska,,2020-09-16,1587
Alaska,,2020-09-17,1556
Alaska,,2020-09-18,1879
Alaska,,2020-09-19,1707
Alaska,,2020-09-20,1666
Alaska,,2020-09-21,1808
Alaska,,2020-09-22,2011
Alaska,,2020-09-23,1712
Alaska,,2020-09-24,1493
Alaska,,2020-09-25,1189
Alaska,,2020-09-26,2422
Alaska,,2020-09-27,2527
Alaska,,2020-09-28,2586
Alaska,,2020-09-29,2460
Alaska,,2020-09-30,2805
Alaska,,2020-10-01,3193
Alaska,,2020-10-02,3154
Alaska,,2020-10-03,2428
Alaska,,2020-10-04,2337
Alaska,,2020-10-05,2243
Alaska,,2020-10-06,2219
Alaska,,2020-10-07,2178
Alaska,,2020-10-08,2041
Alaska,,2020-10-09,2266
Alaska,,2020-10-10,1746
Alaska,,2020-10-11,1866
Alaska,,2020-10-12,1773
Alaska,,2020-10-13,1829
Alaska,,2020-10-14,1904
Alaska,,2020-10-15,2120
Alaska,,2020-10-16,1897
Alaska,,2020-10-17,1671
Alaska,,2020-10-18,3980
Alaska,,2020-10-19,3802
Alaska,,2020-10-20,3786
Alaska,,2020-10-21,3711
Alaska,,2020-10-22,3563
Alaska,,2020-10-23,3923
Alaska,,2020-10-24,4187
Alaska,,2020-10-25,1828
Alaska,,2020-10-26,2149
Alaska,,2020-10-27,2332
Alaska,,2020-10-28,2526
Alaska,,2020-10-29,2777
Alaska,,2020-10-30,2424
Alaska,,2020-10-31,3062
Alaska,,2020-11-01,3093
Alaska,,2020-11-02,2769
Alaska,,2020-11-03,2298
Alaska,,2020-11-04,2919
Alaska,,2020-11-05,2800
Alaska,,2020-11-06,2796
Alaska,,2020-11-07,2793
Alaska,,2020-11-08,2687
Alaska,,2020-11-09,2975
Alaska,,2020-11-10,3376
Alaska,,2020-11-11,2656
Alaska,,2020-11-12,3030
Alaska,,2020-11-13,3751
Alaska,,2020-11-14,3242
Alaska,,2020-11-15,3141
Alaska,,2020-11-16,3928
Alaska,,2020-11-17,3949
Alaska,,2020-11-18,3976
Alaska,,2020-11-19,3533
Alaska,,2020-11-20,2826
Alaska,,2020-11-21,2448
Alaska,,2020-11-22,3398
Alaska,,2020-11-23,2611
Alaska,,2020-11-24,2261
Alaska,,2020-11-25,1905
Alaska,,2020-11-26,1573
Alaska,,2020-11-27,1650
Alaska,,2020-11-28,1736
Alaska,,2020-11-29,1933
Alaska,,2020-11-30,1977
Alaska,,2020-12-01,2439
Alaska,,2020-12-02,2886
Alaska,,2020-12-03,3379
Alaska,,2020-12-04,3285
Alaska,,2020-12-05,4218
Alaska,,2020-12-06,3200
Alaska,,2020-12-07,3228
Alaska,,2020-12-08,3120
Alaska,,2020-12-09,2984
Alaska,,2020-12-10,2746
Alaska,,2020-12-11,2744
Alaska,,2020-12-12,2363
Alaska,,2020-12-13,2382
Alaska,,2020-12-14,2302
Alaska,,2020-12-15,2292
Alaska,,2020-12-16,2204
Alaska,,2020-12-17,2118
Alaska,,2020-12-18,2116
Alaska,,2020-12-19,1471
Alaska,,2020-12-20,2014
Alaska,,2020-12-21,2029
Alaska,,2020-12-22,1924
Alaska,,2020-12-23,1605
Alaska,,2020-12-24,1343
Alaska,,2020-12-25,1347
Alaska,,2020-12-26,1345
Alaska,,2020-12-27,1488
Alaska,,2020-12-28,1418
Alaska,,2020-12-29,1365
Alaska,,2020-12-30,1517
Alaska,,2020-12-31,1668
Alaska,,2021-01-01,1820
Alaska,,2021-01-02,1971
Alaska,,2021-01-03,1293
Alaska,,2021-01-04,1296
Alaska,,2021-01-05,1293
Alaska,,2021-01-06,1420
Alaska,,2021-01-07,1556
Alaska,,2021-01-08,1416
Alaska,,2021-01-09,1261
Alaska,,2021-01-10,1723
Alaska,,2021-01-11,1718
Alaska,,2021-01-12,1718
Alaska,,2021-01-13,1479
Alaska,,2021-01-14,1708
Alaska,,2021-01-15,1865
Alaska,,2021-01-16,2036
Alaska,,2021-01-17,1589
Alaska,,2021-01-18,1473
Alaska,,2021-01-19,1415
Alaska,,2021-01-20,1615
Alaska,,2021-01-21,1328
Alaska,,2021-01-22,1164
Alaska,,2021-01-23,1392
Alaska,,2021-01-24,1274
Alaska,,2021-01-25,1290
Alaska,,2021-01-26,1238
Alaska,,2021-01-27,1171
Alaska,,2021-01-28,939
Alaska,,2021-01-29,934
Alaska,,2021-01-30,536
Alaska,,2021-01-31,483
Alaska,,2021-02-01,358
Alaska,,2021-02-02,188
Alaska,,2021-02-03,160
Alaska,,2021-02-04,294
Alaska,,2021-02-05,298
Alaska,,2021-02-06,530
Alaska,,2021-02-07,559
Alaska,,2021-02-08,572
Alaska,,2021-02-09,583
Alaska,,2021-02-10,818
Alaska,,2021-02-11,830
Alaska,,2021-02-12,826
Alaska,,2021-02-13,592
Alaska,,2021-02-14,763
Alaska,,2021-02-15,756
Alaska,,2021-02-16,2815
Alaska,,2021-02-17,2552
Alaska,,2021-02-18,2503
Alaska,,2021-02-19,2579
Alaska,,2021-02-20,2658
Alaska,,2021-02-21,2535
Alaska,,2021-02-22,2527
Alaska,,2021-02-23,623
Alaska,,2021-02-24,503
Alaska,,2021-02-25,422
Alaska,,2021-02-26,478
Alaska,,2021-02-27,533
Alaska,,2021-02-28,460
Alaska,,2021-03-01,599
Alaska,,2021-03-02,433
Alaska,,2021-03-03,629
Alaska,,2021-03-04,633
Alaska,,2021-03-05,506
Alaska,,2021-03-06,555
Alaska,,2021-03-07,1285
Alaska,,2021-03-08,1221
Alaska,,2021-03-09,1322
Alaska,,2021-03-10,1196
Alaska,,2021-03-11,1250
Alaska,,2021-03-12,1247
Alaska,,2021-03-13,1063
Alaska,,2021-03-14,449
Alaska,,2021-03-15,378
Alaska,,2021-03-16,283
Alaska,,2021-03-17,236
Alaska,,2021-03-18,377
Alaska,,2021-03-19,380
Alaska,,2021-03-20,489
Alaska,,2021-03-21,386
Alaska,,2021-03-22,586
Alaska,,2021-03-23,638
Alaska,,2021-03-24,675
Alaska,,2021-03-25,490
Alaska,,2021-03-26,511
Alaska,,2021-03-27,591
Alaska,,2021-03-28,585
Alaska,,2021-03-29,386
Alaska,,2021-03-30,445
Alaska,,2021-03-31,540
Alaska,,2021-04-01,878
Alaska,,2021-04-02,856
Alaska,,2021-04-03,667
Alaska,,2021-04-04,1017
Alaska,,2021-04-05,1016
Alaska,,2021-04-06,1228
Alaska,,2021-04-07,1087
Alaska,,2021-04-08,736
Alaska,,2021-04-09,742
Alaska,,2021-04-10,1360
Alaska,,2021-04-11,1042
Alaska,,2021-04-12,1178
Alaska,,2021-04-13,854
Alaska,,2021-04-14,1173
Alaska,,2021-04-15,1239
Alaska,,2021-04-16,1314
Alaska,,2021-04-17,696
Alaska,,2021-04-18,910
Alaska,,2021-04-19,957
Alaska,,2021-04-20,1110
Alaska,,2021-04-21,928
Alaska,,2021-04-22,993
Alaska,,2021-04-23,913
Alaska,,2021-04-24,1110
Alaska,,2021-04-25,880
Alaska,,2021-04-26,775
Alaska,,2021-04-27,696
Alaska,,2021-04-28,622
Alaska,,2021-04-29,709
Alaska,,2021-04-30,715
Alaska,,2021-05-01,614
Alaska,,2021-05-02,682
Alaska,,2021-05-03,693
Alaska,,2021-05-04,710
Alaska,,2021-05-05,727
Alaska,,2021-05-06,585
Alaska,,2021-05-07,668
Alaska,,2021-05-08,668
Alaska,,2021-05-09,668
Alaska,,2021-05-10,668
Alaska,,2021-05-11,668
Alaska,,2021-05-12,674
Alaska,,2021-05-13,589
Alaska,,2021-05-14,503
Alaska,,2021-05-15,643
Alaska,,2021-05-16,552
Alaska,,2021-05-17,485
Alaska,,2021-05-18,601
Alaska,,2021-05-19,512
Alaska,,2021-05-20,511
Alaska,,2021-05-21,510
Alaska,,2021-05-22,545
Alaska,,2021-05-23,543
Alaska,,2021-05-24,679
Alaska,,2021-05-25,639
Alaska,,2021-05-26,638
Alaska,,2021-05-27,691
Alaska,,2021-05-28,746
Alaska,,2021-05-29,539
Alaska,,2021-05-30,599
Alaska,,2021-05-31,492
Alaska,,2021-06-01,379
Alaska,,2021-06-02,425
Alaska,,2021-06-03,420
Alaska,,2021-06-04,415
Alaska,,2021-06-05,409
Alaska,,2021-06-06,404
Alaska,,2021-06-07,404
Alaska,,2021-06-08,404
Alaska,,2021-06-09,404
Alaska,,2021-06-10,404
Alaska,,2021-06-11,404
Alaska,,2021-06-12,404
Alaska,,2021-06-13,404
Alaska,,2021-06-14,404
Alaska,,2021-06-15,404
Alaska,,2021-06-16,404
Alaska,,2021-06-17,404
Alaska,,2021-06-18,404
Alaska,,2021-06-19,404
Alaska,,2021-06-20,404
Alaska,,2021-06-21,404
Alaska,,2021-06-22,404
Alaska,,2021-06-23,404
Alaska,,2021-06-24,404
Alaska,,2021-06-25,404
Alaska,,2021-06-26,404
Alaska,,2021-06-27,404
Alaska,,2021-06-28,404
Alaska,,2021-06-29,415
Alaska,,2021-06-30,426
Alaska,,2021-07-01,437
Alaska,,2021-07-02,447
Alaska,,2021-07-03,458
Alaska,,2021-07-04,469
Alaska,,2021-07-05,479
Alaska,,2021-07-06,487
Alaska,,2021-07-07,494
Alaska,,2021-07-08,501
Alaska,,2021-07-09,508
Alaska,,2021-07-10,515
Alaska,,2021-07-11,522
Alaska,,2021-07-12,529
Alaska,,2021-07-13,547
Alaska,,2021-07-14,566
Alaska,,2021-07-15,584
Alaska,,2021-07-16,603
Alaska,,2021-07-17,621
Alaska,,2021-07-18,639
Alaska,,2021-07-19,658
Alaska,,2021-07-20,634
Alaska,,2021-07-21,611
Alaska,,2021-07-22,587
Alaska,,2021-07-23,563
Alaska,,2021-07-24,539
Alaska,,2021-07-25,516
Alaska,,2021-07-26,492
Alaska,,2021-07-27,504
Alaska,,2021-07-28,515
Alaska,,2021-07-29,527
Alaska,,2021-07-30,539
Alaska,,2021-07-31,550
Alaska,,2021-08-01,562
Alaska,,2021-08-02,573
Alaska,,2021-08-03,559
Alaska,,2021-08-04,544
Alaska,,2021-08-05,529
Alaska,,2021-08-06,515
Alaska,,2021-08-07,500
Alaska,,2021-08-08,485
Alaska,,2021-08-09,471
Alaska,,2021-08-10,407
Alaska,,2021-08-11,344
Alaska,,2021-08-12,280
Alaska,,2021-08-13,217
Alaska,,2021-08-14,153
Alaska,,2021-08-15,90
Alaska,,2021-08-16,26
Alaska,,2021-08-17,127
Alaska,,2021-08-18,229
Alaska,,2021-08-19,330
Alaska,,2021-08-20,431
Alaska,,2021-08-21,532
Alaska,,2021-08-22,633
Alaska,,2021-08-23,734
Alaska,,2021-08-24,676
Alaska,,2021-08-25,617
Alaska,,2021-08-26,559
Alaska,,2021-08-27,500
Alaska,,2021-08-28,442
Alaska,,2021-08-29,383
Alaska,,2021-08-30,325
Alaska,,2021-08-31,281
Alaska,,2021-09-01,237
Alaska,,2021-09-02,193
Alaska,,2021-09-03,149
Alaska,,2021-09-04,105
Alaska,,2021-09-05,61
Alaska,,2021-09-06,17
Alaska,,2021-09-07,100
Alaska,,2021-09-08,184
Alaska,,2021-09-09,267
Alaska,,2021-09-10,351
Alaska,,2021-09-11,434
Alaska,,2021-09-12,517
Alaska,,2021-09-13,601
Alaska,,2021-09-14,656
Alaska,,2021-09-15,712
Alaska,,2021-09-16,767
Alaska,,2021-09-17,822
Alaska,,2021-09-18,878
Alaska,,2021-09-19,933
Alaska,,2021-09-20,988
Alaska,,2021-09-21,1025
Alaska,,2021-09-22,1061
Alaska,,2021-09-23,1097
Alaska,,2021-09-24,1133
Alaska,,2021-09-25,1170
Alaska,,2021-09-26,1206
Alaska,,2021-09-27,1242
Alaska,,2021-09-28,1279
Alaska,,2021-09-29,1315
Alaska,,2021-09-30,1352
Alaska,,2021-10-01,1388
Alaska,,2021-10-02,1425
Alaska,,2021-10-03,1461
Alaska,,2021-10-04,1498
Alaska,,2021-10-05,1480
Alaska,,2021-10-06,1463
Alaska,,2021-10-07,1445
Alaska,,2021-10-08,1428
Alaska,,2021-10-09,1411
Alaska,,2021-10-10,1393
Alaska,,2021-10-11,1376
Alaska,,2021-10-12,1353
Alaska,,2021-10-13,1330
Alaska,,2021-10-14,1307
Alaska,,2021-10-15,1285
Alaska,,2021-10-16,1262
Alaska,,2021-10-17,1239
Alaska,,2021-10-18,1216
Alaska,,2021-10-19,1224
Alaska,,2021-10-20,1231
Alaska,,2021-10-21,1238
Alaska,,2021-10-22,1246
Alaska,,2021-10-23,1253
Alaska,,2021-10-24,1260
Alaska,,2021-10-25,1267
Alaska,,2021-10-26,1239
Alaska,,2021-10-27,1211
Alaska,,2021-10-28,1183
Alaska,,2021-10-29,1154
Alaska,,2021-10-30,1126
Alaska,,2021-10-31,1098
Alaska,,2021-11-01,1070
Alaska,,2021-11-02,1053
Alaska,,2021-11-03,1036
Alaska,,2021-11-04,1019
Alaska,,2021-11-05,1002
Alaska,,2021-11-06,985
Alaska,,2021-11-07,968
Alaska,,2021-11-08,951
Alaska,,2021-11-09,945
Alaska,,2021-11-10,938
Alaska,,2021-11-11,932
Alaska,,2021-11-12,926
Alaska,,2021-11-13,919
Alaska,,2021-11-14,913
Alaska,,2021-11-15,906
Alaska,,2021-11-16,883
Alaska,,2021-11-17,860
Alaska,,2021-11-18,836
Alaska,,2021-11-19,813
Alaska,,2021-11-20,789
Alaska,,2021-11-21,766
Alaska,,2021-11-22,743
Alaska,,2021-11-23,701
Alaska,,2021-11-24,659
Alaska,,2021-11-25,618
Alaska,,2021-11-26,576
Alaska,,2021-11-27,534
Alaska,,2021-11-28,493
Alaska,,2021-11-29,451
Alaska,,2021-11-30,473
Alaska,,2021-12-01,495
Alaska,,2021-12-02,516
Alaska,,2021-12-03,538
Alaska,,2021-12-04,560
Alaska,,2021-12-05,582
Alaska,,2021-12-06,604
Alaska,,2021-12-07,581
Alaska,,2021-12-08,559
Alaska,,2021-12-09,537
Alaska,,2021-12-10,515
Alaska,,2021-12-11,492
Alaska,,2021-12-12,470
Alaska,,2021-12-13,448
Alaska,,2021-12-14,450
Alaska,,2021-12-15,451
Alaska,,2021-12-16,453
Alaska,,2021-12-17,455
Alaska,,2021-12-18,457
Alaska,,2021-12-19,459
Alaska,,2021-12-20,461
Alaska,,2021-12-21,442
Alaska,,2021-12-22,424
Alaska,,2021-12-23,405
Alaska,,2021-12-24,387
Alaska,,2021-12-25,368
Alaska,,2021-12-26,350
Alaska,,2021-12-27,332
Alaska,,2021-12-28,329
Alaska,,2021-12-29,326
Alaska,,2021-12-30,323
Alaska,,2021-12-31,320
Alaska,,2022-01-01,317
Alaska,,2022-01-02,314
Alaska,,2022-01-03,311
Alaska,,2022-01-04,311
Alaska,,2022-01-05,311
Alaska,,2022-01-06,310
Alaska,,2022-01-07,310
Alaska,,2022-01-08,310
Alaska,,2022-01-09,310
Alaska,,2022-01-10,309
Alaska,,2022-01-11,321
Alaska,,2022-01-12,332
Alaska,,2022-01-13,343
Alaska,,2022-01-14,355
Alaska,,2022-01-15,366
Alaska,,2022-01-16,377
Alaska,,2022-01-17,389
Alaska,,2022-01-18,365
Alaska,,2022-01-19,342
Alaska,,2022-01-20,319
Alaska,,2022-01-21,295
Alaska,,2022-01-22,272
Alaska,,2022-01-23,249
Alaska,,2022-01-24,225
Alaska,,2022-01-25,225
Alaska,,2022-01-26,225
Alaska,,2022-01-27,225
Alaska,,2022-01-28,225
Alaska,,2022-01-29,225
Alaska,,2022-01-30,225
Alaska,,2022-01-31,225
Alaska,,2022-02-01,221
Alaska,,2022-02-02,217
Alaska,,2022-02-03,213
Alaska,,2022-02-04,209
Alaska,,2022-02-05,205
Alaska,,2022-02-06,201
Alaska,,2022-02-07,197
Alaska,,2022-02-08,191
Alaska,,2022-02-09,186
Alaska,,2022-02-10,180
Alaska,,2022-02-11,175
Alaska,,2022-02-12,169
Alaska,,2022-02-13,164
Alaska,,2022-02-14,158
Alaska,,2022-02-15,163
Alaska,,2022-02-16,169
Alaska,,2022-02-17,174
Alaska,,2022-02-18,179
Alaska,,2022-02-19,184
Alaska,,2022-02-20,189
Alaska,,2022-02-21,194
Alaska,,2022-02-22,182
Alaska,,2022-02-23,169
Alaska,,2022-02-24,156
Alaska,,2022-02-25,143
Alaska,,2022-02-26,131
Alaska,,2022-02-27,118
Alaska,,2022-02-28,105
Alaska,,2022-03-01,110
Alaska,,2022-03-02,114
Alaska,,2022-03-03,119
Alaska,,2022-03-04,123
Alaska,,2022-03-05,128
Alaska,,2022-03-06,132
Alaska,,2022-03-07,137
Alaska,,2022-03-08,135
Alaska,,2022-03-09,133
Alaska,,2022-03-10,131
Alaska,,2022-03-11,129
Alaska,,2022-03-12,127
Alaska,,2022-03-13,125
Alaska,,2022-03-14,123
Alaska,,2022-03-15,125
Alaska,,2022-03-16,126
Alaska,,2022-03-17,128
Alaska,,2022-03-18,130
Alaska,,2022-03-19,132
Alaska,,2022-03-20,133
Alaska,,2022-03-21,135
Alaska,,2022-03-22,136
Alaska,,2022-03-23,137
Alaska,,2022-03-24,137
Alaska,,2022-03-25,138
Alaska,,2022-03-26,139
Alaska,,2022-03-27,140
Alaska,,2022-03-28,141
Alaska,,2022-03-29,133
Alaska,,2022-03-30,124
Alaska,,2022-03-31,116
Alaska,,2022-04-01,108
Alaska,,2022-04-02,100
Alaska,,2022-04-03,92
Alaska,,2022-04-04,84
Alaska,,2022-04-05,86
Alaska,,2022-04-06,88
Alaska,,2022-04-07,90
Alaska,,2022-04-08,92
Alaska,,2022-04-09,94
Alaska,,2022-04-10,97
Alaska,,2022-04-11,99
Alaska,,2022-04-12,99
Alaska,,2022-04-13,99
Alaska,,2022-04-14,100
Alaska,,2022-04-15,100
Alaska,,2022-04-16,100
Alaska,,2022-04-17,101
Alaska,,2022-04-18,101
Alaska,,2022-04-19,104
Alaska,,2022-04-20,106
Alaska,,2022-04-21,109
Alaska,,2022-04-22,112
Alaska,,2022-04-23,115
Alaska,,2022-04-24,117
Alaska,,2022-04-25,120
Alaska,,2022-04-26,129
Alaska,,2022-04-27,139
Alaska,,2022-04-28,149
Alaska,,2022-04-29,158
Alaska,,2022-04-30,168
Alaska,,2022-05-01,178
Alaska,,2022-05-02,187
Alaska,,2022-05-03,193
Alaska,,2022-05-04,198
Alaska,,2022-05-05,204
Alaska,,2022-05-06,209
Alaska,,2022-05-07,215
Alaska,,2022-05-08,220
Alaska,,2022-05-09,226
American Samoa,ASM,2020-01-13,453
American Samoa,ASM,2020-01-14,424
American Samoa,ASM,2020-01-15,586
American Samoa,ASM,2020-01-16,494
American Samoa,ASM,2020-01-17,439
American Samoa,ASM,2020-01-18,402
American Samoa,ASM,2020-01-19,376
American Samoa,ASM,2020-01-20,391
American Samoa,ASM,2020-01-21,385
American Samoa,ASM,2020-01-22,384
American Samoa,ASM,2020-01-23,390
American Samoa,ASM,2020-01-24,532
American Samoa,ASM,2020-01-25,501
American Samoa,ASM,2020-01-26,508
American Samoa,ASM,2020-01-27,539
American Samoa,ASM,2020-01-28,489
American Samoa,ASM,2020-01-29,479
American Samoa,ASM,2020-01-30,442
American Samoa,ASM,2020-01-31,268
American Samoa,ASM,2020-02-01,388
American Samoa,ASM,2020-02-02,349
American Samoa,ASM,2020-02-03,283
American Samoa,ASM,2020-02-04,310
American Samoa,ASM,2020-02-05,301
American Samoa,ASM,2020-02-06,333
American Samoa,ASM,2020-02-07,333
American Samoa,ASM,2020-02-08,214
American Samoa,ASM,2020-02-09,274
American Samoa,ASM,2020-02-10,322
American Samoa,ASM,2020-02-11,322
American Samoa,ASM,2020-02-12,429
American Samoa,ASM,2020-02-13,446
American Samoa,ASM,2020-02-14,446
American Samoa,ASM,2020-02-15,498
American Samoa,ASM,2020-02-16,490
American Samoa,ASM,2020-02-17,422
American Samoa,ASM,2020-02-18,394
American Samoa,ASM,2020-02-19,177
American Samoa,ASM,2020-02-20,337
American Samoa,ASM,2020-02-21,485
American Samoa,ASM,2020-02-22,439
American Samoa,ASM,2020-02-23,387
American Samoa,ASM,2020-02-24,496
American Samoa,ASM,2020-02-25,496
American Samoa,ASM,2020-02-26,581
American Samoa,ASM,2020-02-27,371
American Samoa,ASM,2020-02-28,223
American Samoa,ASM,2020-02-29,217
American Samoa,ASM,2020-03-01,323
American Samoa,ASM,2020-03-02,191
American Samoa,ASM,2020-03-03,269
American Samoa,ASM,2020-03-04,184
American Samoa,ASM,2020-03-05,184
American Samoa,ASM,2020-03-06,184
American Samoa,ASM,2020-03-07,184
American Samoa,ASM,2020-03-08,78
American Samoa,ASM,2020-03-09,152
American Samoa,ASM,2020-03-10,148
American Samoa,ASM,2020-03-11,222
American Samoa,ASM,2020-03-12,296
American Samoa,ASM,2020-03-13,296
American Samoa,ASM,2020-03-14,382
American Samoa,ASM,2020-03-15,382
American Samoa,ASM,2020-03-16,308
American Samoa,ASM,2020-03-17,234
American Samoa,ASM,2020-03-18,160
American Samoa,ASM,2020-03-19,86
American Samoa,ASM,2020-03-20,86
American Samoa,ASM,2020-03-21,388
American Samoa,ASM,2020-03-22,423
